PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,RoomService_flag,FoodCourt_flag,ShoppingMall_flag,Spa_flag,VRDeck_flag,AgeGroup,Cabin_deck,Cabin_number,Cabin_side,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True
0035_01,D/1/P,-0.4043034374461488,102.5,152.5,0.0,132.5,0.0,Luse Butte,False,True,True,False,True,False,1,3,1,0,1.6599881514855173,1.6398144712583225,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,1.0,0.0,0.0,0.0,0.0
0036_01,F/8/S,-0.9719198350186726,0.0,152.5,48.0,20.0,100.0,Marina Leodger,False,False,True,True,True,True,0,5,8,1,-0.6689654335610383,1.6398144712583225,1.5972274959887096,0.7514533242668624,1.6584440612154845,0.0,0.0,0.0,0.0,0.0,0.0
0038_01,F/10/S,-0.6171595865358452,102.5,152.5,0.0,132.5,0.0,Loise Wheelez,False,True,True,False,True,False,1,5,10,1,1.6599881514855173,1.6398144712583225,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,0.0,0.0
0039_01,G/1/P,0.0923609104298095,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,False,False,False,False,False,1,6,1,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,0.0,0.0
0041_01,G/2/P,-0.8300157356255418,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,False,False,False,False,False,0,6,2,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0043_01,B/3/P,1.1566416558782917,0.0,152.5,45.0,132.5,100.0,Ankalik Cylistrand,False,False,True,True,True,True,2,1,3,0,-0.6689654335610383,1.6398144712583225,1.5605329427642043,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
0044_01,G/3/P,1.8661621528439467,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,False,False,False,False,False,3,6,3,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0044_02,G/3/P,-1.752392381680893,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,False,False,False,False,False,0,6,3,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,0.0,0.0
0044_03,G/3/P,-0.5462075368392798,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,False,False,False,False,False,1,6,3,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
0045_01,F/10/P,-0.5462075368392798,102.5,0.0,55.0,0.0,64.0,Zelowl Chmad,False,True,False,True,False,True,1,5,10,0,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,1.435321059066882,0.0,1.0,0.0,0.0,1.0,0.0
0045_02,F/10/P,-0.6881116362324108,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,False,False,False,False,False,1,5,10,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
0050_01,E/1/S,0.447121158912637,102.5,0.0,0.0,0.0,0.0,Sony Lancis,False,True,False,False,False,False,1,4,1,1,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,0.0,0.0
0051_01,E/2/S,1.937114202540512,0.0,112.0,0.0,132.5,100.0,Vivia Johnshines,False,False,True,False,True,True,3,4,2,1,-0.6689654335610383,1.498349077537222,-0.6631569583773093,1.6337032672736165,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
0052_01,G/6/S,-0.1204952386598868,4.0,0.0,2.0,132.5,0.0,Elaney Hubbarton,False,True,False,True,True,False,1,6,6,1,0.1389337668324939,-0.684915519595842,-0.0250786432283707,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0053_01,F/11/S,-0.2623993380530178,0.0,0.0,55.0,0.0,1.0,Elson Hickerson,True,False,False,True,False,True,1,5,11,1,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.3270709213785625,0.0,0.0,0.0,0.0,1.0,0.0
0056_01,A/1/S,-1.894296481074024,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,False,False,False,False,False,0,0,1,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,0.0,0.0,1.0,0.0
0056_02,A/1/S,0.6599773080023335,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,False,False,False,False,False,2,0,1,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
0056_03,A/1/S,-0.1204952386598868,102.5,152.5,55.0,132.5,3.0,Zinoces Tractive,True,True,True,True,True,True,1,0,1,1,1.6599881514855173,1.6398144712583225,1.674783051214332,1.6337032672736165,0.0238376631885909,1.0,0.0,0.0,0.0,1.0,0.0
0058_01,G/7/S,0.5180732086092025,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,False,False,False,False,False,2,6,7,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
0061_01,F/12/S,-0.4752554871427143,45.0,152.5,55.0,132.5,1.0,Shanya Salez,False,True,True,True,True,True,1,5,12,1,1.2529206478591843,1.6398144712583225,1.674783051214332,1.6337032672736165,-0.3270709213785625,0.0,0.0,0.0,0.0,1.0,0.0
0062_01,F/13/S,2.3628265007199047,0.0,152.5,0.0,17.0,25.0,Sterry Greeves,False,False,True,False,True,True,3,5,13,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,0.6779233882423619,0.9714451423904044,0.0,0.0,0.0,0.0,1.0,0.0
0064_01,F/14/S,-0.9719198350186726,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True,False,False,False,False,False,0,5,14,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
0064_02,E/3/S,0.305217059519506,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,False,False,False,False,False,1,4,3,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0066_01,G/6/P,2.3628265007199047,1.0,152.5,55.0,0.0,100.0,Diandy Pecketton,False,True,True,True,False,True,3,6,6,0,-0.3210221866653054,1.6398144712583225,1.674783051214332,-0.7007850980470789,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
0067_01,G/10/S,-2.036200580467155,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,False,False,False,False,False,4,6,10,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
0067_02,G/10/S,-0.7590636859289762,1.0,152.5,55.0,0.0,0.0,Celine Leeves,True,True,True,True,False,False,0,6,10,1,-0.3210221866653054,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0067_03,F/15/S,-0.5462075368392798,102.5,37.0,0.0,0.0,24.0,Velyne Leeves,False,True,True,False,False,True,1,5,15,1,1.6599881514855173,0.9950425007967076,-0.6631569583773093,-0.7007850980470789,0.951589496541547,0.0,0.0,0.0,0.0,0.0,0.0
0068_01,E/4/S,-0.1204952386598868,102.5,0.0,2.0,132.5,0.0,Cinst Binie,False,True,False,True,True,False,1,4,4,1,1.6599881514855173,-0.684915519595842,-0.0250786432283707,1.6337032672736165,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
0069_01,F/16/S,0.9437855067885954,102.5,0.0,9.0,6.0,0.0,Alraium Disivering,True,True,False,True,True,False,2,5,16,1,1.6599881514855173,-0.684915519595842,0.674193471596405,0.2274148225098844,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0070_01,F/13/P,-0.6881116362324108,102.5,0.0,5.0,1.0,100.0,Meremy Brighttt,False,True,False,True,True,True,1,5,13,0,1.6599881514855173,-0.684915519595842,0.3775039509078398,-0.3701536152715932,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
0071_01,F/14/P,-0.8300157356255418,16.0,152.5,0.0,0.0,52.0,Nelly Dillines,False,True,True,False,False,True,0,5,14,0,0.7532396589892624,1.6398144712583225,-0.6631569583773093,-0.7007850980470789,1.3319969532783025,0.0,0.0,0.0,0.0,1.0,0.0
0072_01,F/17/S,-1.042871884715238,0.0,1.0,0.0,0.0,100.0,Thell Brantuarez,False,False,True,False,False,True,0,5,17,1,-0.6689654335610383,-0.3647971459923554,-0.6631569583773093,-0.7007850980470789,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
0073_01,D/3/P,0.5890252583057679,46.0,83.0,55.0,0.0,12.0,Gorn Make,False,True,True,True,False,True,2,3,3,0,1.2637162466625187,1.361382737341325,1.674783051214332,-0.7007850980470789,0.6205365578232509,0.0,1.0,0.0,1.0,0.0,0.0
0074_01,C/3/S,0.9437855067885954,1.0,152.5,0.0,0.0,100.0,Aldibah Mostedry,True,True,True,False,False,True,2,2,3,1,-0.3210221866653054,1.6398144712583225,-0.6631569583773093,-0.7007850980470789,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
0076_01,F/18/S,-0.1204952386598868,102.5,0.0,55.0,0.0,0.0,Conk Dal,True,True,False,True,False,False,1,5,18,1,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
0077_01,F/15/P,-0.0495431889633214,14.0,0.0,55.0,0.0,0.0,Pon Blité,True,True,False,True,False,False,1,5,15,0,0.6904107655413934,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
0078_01,C/4/S,0.6599773080023335,0.0,152.5,0.0,132.5,100.0,Spuri Pokerheed,False,False,True,False,True,True,2,2,4,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
0081_01,G/13/S,-1.1138239344118035,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,False,False,False,False,False,0,6,13,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0082_01,F/16/P,0.9437855067885954,102.5,0.0,0.0,0.0,0.0,Totse Datte,False,True,False,False,False,False,2,5,16,0,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
0082_02,F/16/P,-1.894296481074024,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,False,False,False,False,False,0,5,16,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
0082_03,F/16/P,-1.468584182894631,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True,False,False,False,False,False,0,5,16,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
0084_01,G/14/S,-0.3333513877495833,102.5,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,True,False,False,False,True,1,6,14,1,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,0.785282974061591,0.0,0.0,0.0,0.0,1.0,0.0
0085_01,C/5/S,0.8018814073954644,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,False,False,False,False,False,2,2,5,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
0086_01,F/17/P,1.0147375564851608,102.5,0.0,0.0,132.5,100.0,Jodye Kinson,False,True,False,False,True,True,2,5,17,0,1.6599881514855173,-0.684915519595842,-0.6631569583773093,1.6337032672736165,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
0088_01,E/5/S,1.1566416558782917,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,False,False,False,False,False,2,4,5,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,1.0,0.0,0.0
0090_01,G/15/S,0.447121158912637,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,False,False,False,False,False,1,6,15,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0091_01,G/16/S,-0.1914472883564523,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,False,False,False,False,False,1,6,16,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0091_02,F/20/S,-0.1204952386598868,1.0,152.5,31.0,132.5,0.0,Tinez Yorkland,False,True,True,True,True,False,1,5,20,1,-0.3210221866653054,1.6398144712583225,1.3497560123037438,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0092_01,G/9/P,-0.6881116362324108,0.0,0.0,55.0,1.0,34.0,Gracy Dunnisey,False,False,False,True,True,True,1,6,9,0,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.3701536152715932,1.1219299373747804,0.0,0.0,0.0,0.0,1.0,0.0
0092_02,G/9/P,-2.036200580467155,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,False,False,False,False,False,4,6,9,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0092_03,G/9/P,-1.8233444313774585,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,False,False,False,False,False,0,6,9,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
0097_01,A/2/S,1.795210103147381,0.0,152.5,0.0,3.0,100.0,Alchium Fictful,False,False,True,False,True,True,3,0,2,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,-0.0395221324961076,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
0098_01,G/11/P,-0.1914472883564523,0.0,152.5,5.0,32.0,0.0,Doria Carezquez,False,False,True,True,True,False,1,6,11,0,-0.6689654335610383,1.6398144712583225,0.3775039509078398,0.9670504093403464,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0098_02,G/11/P,-0.1914472883564523,0.0,152.5,55.0,0.0,87.0,Leence Carezquez,True,False,True,True,False,True,1,6,11,0,-0.6689654335610383,1.6398144712583225,1.674783051214332,-0.7007850980470789,1.588690500458615,0.0,0.0,0.0,0.0,1.0,0.0
0099_01,F/19/P,-0.4043034374461488,102.5,152.5,55.0,37.0,0.0,Aliey Leetersoney,False,True,True,True,True,False,1,5,19,0,1.6599881514855173,1.6398144712583225,1.674783051214332,1.0343449572210413,-0.6779795059457159,0.0,0.0,0.0,1.0,0.0,0.0
0099_02,G/12/P,-1.894296481074024,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,False,False,False,False,False,0,6,12,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
0101_01,G/734/S,0.163312960126375,0.0,0.0,0.0,0.0,0.0,Book Trad,True,False,False,False,False,False,1,6,734,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
0102_01,F/23/S,-0.7590636859289762,0.0,0.0,0.0,132.5,91.0,Ritany Holson,False,False,False,False,True,True,0,5,23,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,1.6337032672736165,1.6111943863903813,0.0,0.0,0.0,0.0,1.0,0.0
0103_01,F/24/S,-0.3333513877495833,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,True,False,False,False,False,True,1,5,24,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,0.785282974061591,0.0,0.0,0.0,0.0,1.0,0.0
